ID,Nombre,Apellido,Edad,Region,Patrimonio,Historial_Crediticio,Variable_1,Variable_2,Variable_3,Variable_4,Ciudad
283,Martina,Silva,56.0,Maule,32062.0,Bueno,33.0,2.0,102.0,11.0,Curicó
284,Sofía,Díaz,59.0,,83201.0,Bueno,62.0,11.0,42.0,117.0,Curicó
285,Sebastián,Pérez,43.0,Araucanía,293396.0,Bueno,,0.0,192.0,136.0,Villarrica
286,Sebastián,Silva,67.0,Metropolitana,,Bueno,26.0,20.0,,,Maipú
287,Agustín,Rojas,42.0,O'Higgins,,Bueno,33.0,10.0,164.0,,Rancagua
288,Agustín,,41.0,O'Higgins,22156.0,Regular,8.0,11.0,127.0,282.0,San Fernando
289,Martina,Silva,30.0,Metropolitana,501712.0,Bueno,,,134.0,141.0,
290,Sofía,Rojas,77.0,Biobío,274687.0,Bueno,,39.0,,21.0,Concepción
291,Emilia,González,24.0,,648645.0,Bueno,38.0,12.0,2.0,196.0,Villarrica
292,Martín,Martínez,74.0,Valparaíso,,Bueno,53.0,30.0,85.0,26.0,Quilpué
293,,Sepúlveda,53.0,O'Higgins,7787839.0,Bueno,67.0,29.0,,257.0,Pichilemu
294,Sebastián,,62.0,Biobío,475416.0,Regular,,0.0,105.0,269.0,Talcahuano
295,Benjamín,Sepúlveda,37.0,Valparaíso,994450.0,Bueno,67.0,46.0,59.0,289.0,
296,Sofía,,82.0,Valparaíso,979986.0,Bueno,62.0,17.0,40.0,15.0,Valparaíso
297,Isidora,Silva,25.0,Araucanía,882166.0,Bueno,64.0,,16.0,50.0,Temuco
298,Martina,Rojas,33.0,Metropolitana,574869.0,Malo,32.0,29.0,38.0,179.0,Santiago
299,Benjamín,Soto,31.0,Maule,398006.0,Bueno,15.0,18.0,,73.0,
300,Martín,,32.0,Valparaíso,,Bueno,39.0,14.0,98.0,118.0,
301,Martín,Silva,,Maule,12124.0,Bueno,9.0,36.0,186.0,130.0,Curicó
302,Sofía,Muñoz,49.0,Metropolitana,249174.0,Regular,16.0,36.0,41.0,154.0,Santiago
303,,Pérez,80.0,Maule,718808.0,Regular,55.0,34.0,82.0,221.0,Talca
304,Martina,Pérez,68.0,,603632.0,Regular,92.0,42.0,54.0,82.0,Quilpué
305,Martín,,42.0,Araucanía,916422.0,Malo,,24.0,20.0,214.0,Pucón
306,Martín,Sepúlveda,75.0,O'Higgins,50022.0,Bueno,53.0,32.0,12.0,,
307,Sofía,Contreras,80.0,Araucanía,155276.0,,15.0,49.0,147.0,116.0,Temuco
308,Martín,Sepúlveda,79.0,Biobío,789243.0,Bueno,53.0,,196.0,171.0,Talcahuano
309,Mateo,Sepúlveda,39.0,,358507.0,Bueno,75.0,42.0,98.0,147.0,Rancagua
310,Sebastián,Sepúlveda,75.0,Valparaíso,,Bueno,81.0,10.0,2.0,282.0,Viña del Mar
311,Valentina,Silva,75.0,Biobío,996450.0,Regular,69.0,,175.0,170.0,Chillán
312,Benjamín,Díaz,66.0,Maule,787250.0,,20.0,20.0,25.0,24.0,Curicó
313,Benjamín,Soto,69.0,Biobío,408741.0,Bueno,44.0,37.0,26.0,177.0,
314,Isidora,Rojas,59.0,Metropolitana,823347.0,Regular,81.0,34.0,15.0,75.0,Puente Alto
315,,Contreras,32.0,Metropolitana,,,73.0,38.0,13.0,93.0,Puente Alto
316,Emilia,Sepúlveda,,Araucanía,789974.0,Bueno,80.0,27.0,144.0,,Villarrica
317,Sofía,Díaz,77.0,Biobío,815206.0,,9.0,3.0,45.0,29.0,Talcahuano
318,Martina,Rojas,25.0,Valparaíso,84728.0,Bueno,72.0,29.0,58.0,6.0,Viña del Mar
319,Benjamín,Muñoz,,Araucanía,622972.0,Malo,44.0,12.0,87.0,51.0,Temuco
320,Benjamín,Sepúlveda,77.0,Maule,6785.0,Bueno,35.0,21.0,57.0,107.0,Talca
321,Agustín,Martínez,22.0,O'Higgins,,,16.0,5.0,52.0,185.0,Rancagua
322,,Rojas,23.0,,903980.0,Bueno,23.0,10.0,51.0,77.0,Linares
323,Valentina,Díaz,64.0,Araucanía,527563.0,Bueno,60.0,22.0,110.0,251.0,Villarrica
324,Valentina,Soto,72.0,Metropolitana,735901.0,Bueno,70.0,35.0,,170.0,Maipú
325,Sofía,Pérez,57.0,Metropolitana,838500.0,Bueno,54.0,17.0,141.0,231.0,Puente Alto
326,Benjamín,González,69.0,,949586.0,Bueno,96.0,19.0,77.0,171.0,Curicó
327,Sebastián,,33.0,,869352.0,Bueno,18.0,,,90.0,Puente Alto
328,,Contreras,30.0,Maule,,Bueno,57.0,10.0,176.0,94.0,Talca
329,Sofía,González,47.0,O'Higgins,335970.0,,74.0,5.0,66.0,15.0,San Fernando
330,Benjamín,Rojas,36.0,,154493.0,Bueno,24.0,44.0,169.0,147.0,Santiago
331,Sofía,Pérez,34.0,O'Higgins,400321.0,Bueno,4.0,15.0,,215.0,Rancagua
332,Martina,Martínez,80.0,Maule,366493.0,Bueno,23.0,18.0,142.0,264.0,
333,Valentina,Muñoz,,Maule,559574.0,Bueno,0.0,40.0,61.0,296.0,Talca
334,,,75.0,O'Higgins,665509.0,Malo,,11.0,105.0,,San Fernando
335,Isidora,Contreras,72.0,Maule,978325.0,Malo,4.0,42.0,10.0,221.0,Talca
336,Benjamín,Díaz,79.0,Metropolitana,728386.0,,75.0,,7.0,172.0,Puente Alto
337,Emilia,,40.0,Valparaíso,643748.0,Regular,90.0,38.0,30.0,89.0,Valparaíso
338,Mateo,,26.0,Maule,335092.0,Bueno,,,97.0,185.0,Talca
339,Mateo,Díaz,29.0,O'Higgins,34503.0,Bueno,,3.0,165.0,14.0,San Fernando
340,Agustín,Sepúlveda,18.0,Metropolitana,288125.0,Regular,82.0,37.0,128.0,277.0,Puente Alto
341,Mateo,Martínez,75.0,Valparaíso,,Bueno,26.0,15.0,85.0,113.0,
342,Martín,Díaz,18.0,O'Higgins,205271.0,Bueno,70.0,31.0,90.0,146.0,Pichilemu
343,Sofía,Soto,51.0,Maule,712188.0,Regular,89.0,4.0,198.0,60.0,Curicó
344,Benjamín,Muñoz,,Valparaíso,,Bueno,68.0,34.0,77.0,205.0,Viña del Mar
345,Valentina,Pérez,18.0,Biobío,171856.0,Bueno,68.0,7.0,64.0,259.0,
346,Martina,Díaz,33.0,,261624.0,Bueno,10.0,8.0,,108.0,Talca
347,Sofía,Sepúlveda,78.0,Maule,496303.0,Bueno,15.0,17.0,189.0,177.0,Linares
348,Isidora,Contreras,81.0,Metropolitana,418374.0,,58.0,,12.0,240.0,Puente Alto
349,Agustín,Pérez,80.0,Biobío,778563.0,,19.0,,126.0,,
350,Martín,Muñoz,39.0,,734404.0,Malo,46.0,15.0,,236.0,Maipú
351,Martina,Contreras,84.0,Araucanía,,Regular,87.0,13.0,104.0,219.0,Temuco
352,Benjamín,Rojas,43.0,O'Higgins,822274.0,Bueno,95.0,34.0,,170.0,Pichilemu
353,Benjamín,Pérez,33.0,Biobío,562669.0,Bueno,41.0,45.0,69.0,279.0,Talcahuano
354,Benjamín,,68.0,O'Higgins,964389.0,Bueno,15.0,20.0,13.0,175.0,Rancagua
355,Sebastián,González,74.0,Maule,217224.0,Malo,91.0,28.0,107.0,230.0,Linares
356,Agustín,,46.0,O'Higgins,714131.0,Bueno,,40.0,164.0,,San Fernando
357,Mateo,Muñoz,64.0,O'Higgins,,Regular,28.0,27.0,150.0,60.0,San Fernando
358,,Rojas,79.0,Maule,278966.0,Bueno,99.0,32.0,70.0,115.0,Linares
359,Isidora,Martínez,33.0,O'Higgins,180387.0,Bueno,89.0,36.0,,210.0,San Fernando
360,Emilia,Pérez,65.0,Maule,552503.0,Malo,43.0,44.0,29.0,201.0,Linares
361,,Silva,56.0,Biobío,215469.0,Bueno,5.0,13.0,166.0,52.0,Concepción
362,Martina,Pérez,,Maule,200350.0,Bueno,58.0,2.0,174.0,43.0,Linares
363,Martina,Contreras,40.0,O'Higgins,990531.0,Bueno,71.0,48.0,,84.0,Rancagua
364,Isidora,Soto,27.0,O'Higgins,801747.0,Regular,0.0,49.0,189.0,1.0,Pichilemu
365,Benjamín,Sepúlveda,51.0,Araucanía,748276.0,Regular,33.0,44.0,187.0,182.0,Temuco
366,Agustín,Soto,69.0,O'Higgins,794060.0,Regular,9.0,15.0,3.0,275.0,
367,Mateo,Martínez,27.0,Valparaíso,968922.0,Bueno,,24.0,102.0,50.0,Valparaíso
368,Martina,Martínez,36.0,Biobío,573276.0,Bueno,4.0,38.0,28.0,60.0,Concepción
369,Sebastián,Díaz,,Valparaíso,220243.0,Bueno,95.0,9.0,187.0,196.0,Quilpué
370,Mateo,Soto,18.0,Metropolitana,,,3.0,,100.0,134.0,Maipú
371,Emilia,,21.0,Metropolitana,742730.0,Bueno,,42.0,98.0,219.0,Santiago
372,Sofía,Díaz,33.0,Biobío,414308.0,,43.0,35.0,127.0,70.0,Talcahuano
373,Valentina,Pérez,41.0,Maule,473569.0,Bueno,35.0,43.0,,40.0,Curicó
374,Agustín,Pérez,19.0,Metropolitana,411252.0,Regular,,,121.0,285.0,
375,Sebastián,Silva,49.0,Metropolitana,929942.0,Regular,79.0,,74.0,283.0,
376,Valentina,Díaz,41.0,O'Higgins,343531.0,,6.0,11.0,108.0,252.0,Pichilemu
377,Valentina,Sepúlveda,29.0,Araucanía,963484.0,Bueno,6.0,,182.0,232.0,Villarrica
378,Martín,Díaz,67.0,Metropolitana,910271.0,Bueno,48.0,48.0,196.0,105.0,Puente Alto
379,Isidora,Rojas,52.0,Metropolitana,630521.0,Bueno,34.0,0.0,27.0,33.0,Maipú
380,,Pérez,50.0,Metropolitana,579821.0,Bueno,14.0,32.0,85.0,140.0,Santiago
381,Valentina,Martínez,50.0,,370089.0,Bueno,12.0,38.0,39.0,69.0,Linares
382,Valentina,,78.0,Metropolitana,18338.0,Malo,96.0,42.0,,71.0,Puente Alto
383,Mateo,Silva,68.0,Biobío,127623.0,Bueno,,47.0,35.0,214.0,Talcahuano
384,Isidora,Contreras,60.0,O'Higgins,754231.0,Bueno,20.0,5.0,62.0,48.0,Pichilemu
385,Benjamín,Muñoz,,Maule,471540.0,Bueno,32.0,8.0,122.0,234.0,Curicó
386,Mateo,Silva,84.0,Araucanía,149838.0,Bueno,66.0,6.0,,,Temuco
387,Benjamín,Silva,82.0,O'Higgins,263960.0,Bueno,8.0,43.0,90.0,96.0,Rancagua
388,,Silva,50.0,Metropolitana,947836.0,Bueno,35.0,6.0,11.0,,Maipú
389,Martín,Soto,57.0,Maule,367132.0,Bueno,2.0,1.0,93.0,114.0,Curicó
390,,González,60.0,,907681.0,Bueno,60.0,0.0,102.0,246.0,
391,Agustín,Soto,,Maule,,Bueno,,20.0,,163.0,Linares
392,,Contreras,46.0,O'Higgins,543220.0,Bueno,90.0,30.0,81.0,298.0,San Fernando
393,Agustín,Díaz,,O'Higgins,20477.0,Bueno,64.0,11.0,54.0,197.0,Rancagua
394,Agustín,Martínez,29.0,Metropolitana,521875.0,Bueno,80.0,14.0,188.0,176.0,Santiago
395,Isidora,Martínez,63.0,,636942.0,Malo,76.0,5.0,76.0,32.0,
396,Isidora,Contreras,19.0,Metropolitana,,Bueno,2.0,23.0,23.0,110.0,Puente Alto
397,Martín,Martínez,52.0,,578937.0,Bueno,17.0,24.0,164.0,216.0,Maipú
398,Mateo,Sepúlveda,25.0,,647167.0,Regular,6.0,33.0,24.0,197.0,Concepción
399,Isidora,Díaz,43.0,Maule,686886.0,Bueno,28.0,27.0,95.0,229.0,Curicó
400,Isidora,Pérez,51.0,Valparaíso,776403.0,Regular,8.0,13.0,174.0,263.0,Viña del Mar
401,Sofía,Pérez,24.0,Araucanía,311339.0,Malo,50.0,43.0,158.0,257.0,Villarrica
402,Martina,Sepúlveda,75.0,Araucanía,567776.0,Bueno,19.0,16.0,136.0,33.0,Villarrica
403,,Soto,,Maule,981579.0,Regular,17.0,35.0,111.0,,Linares
404,Benjamín,Rojas,53.0,Valparaíso,,Bueno,98.0,35.0,165.0,279.0,Viña del Mar
405,Martina,González,38.0,Valparaíso,952665.0,,91.0,5.0,,140.0,Quilpué
406,Isidora,Contreras,53.0,Valparaíso,386136.0,Regular,,26.0,194.0,174.0,Valparaíso
407,Isidora,Martínez,,Maule,,,20.0,20.0,1.0,277.0,Curicó
408,Mateo,Pérez,41.0,O'Higgins,619897.0,Bueno,73.0,43.0,103.0,127.0,
409,Sofía,Contreras,81.0,Metropolitana,82735.0,Bueno,65.0,19.0,44.0,,
410,Martina,Sepúlveda,66.0,O'Higgins,823980.0,Bueno,30.0,5.0,,106.0,San Fernando
411,Agustín,Contreras,53.0,,677101.0,,86.0,,,,Villarrica
412,Martín,Sepúlveda,41.0,Valparaíso,198917.0,Bueno,12.0,44.0,51.0,212.0,Valparaíso
413,Agustín,,40.0,O'Higgins,79738.0,Malo,77.0,36.0,,299.0,San Fernando
414,Isidora,Pérez,,Metropolitana,837022.0,Bueno,90.0,28.0,140.0,106.0,Puente Alto
415,Martín,Soto,54.0,Araucanía,78901.0,Bueno,15.0,40.0,179.0,74.0,Villarrica
416,Valentina,González,29.0,Araucanía,,Bueno,55.0,7.0,132.0,160.0,Temuco
417,Valentina,Pérez,,Biobío,427408.0,Bueno,5.0,33.0,197.0,,Chillán
418,,Martínez,30.0,Valparaíso,134797.0,Bueno,80.0,,57.0,241.0,Quilpué
419,Sebastián,Sepúlveda,40.0,Maule,913669.0,Bueno,72.0,38.0,19.0,198.0,Linares
420,Agustín,Rojas,47.0,Metropolitana,470283.0,Regular,46.0,,143.0,216.0,Puente Alto
421,,Silva,,Valparaíso,569150.0,Bueno,29.0,36.0,111.0,120.0,Valparaíso
422,Benjamín,Sepúlveda,,Maule,928106.0,Bueno,,5.0,165.0,154.0,Curicó
423,Sebastián,Pérez,30.0,Metropolitana,530263.0,Regular,72.0,39.0,97.0,52.0,Maipú
424,Martín,Pérez,76.0,Metropolitana,353591.0,Bueno,69.0,7.0,183.0,66.0,Maipú
425,Valentina,Martínez,36.0,Maule,,Bueno,52.0,21.0,101.0,173.0,Talca
426,,Silva,66.0,Maule,442850.0,Regular,14.0,43.0,168.0,137.0,Talca
427,Benjamín,Silva,29.0,Valparaíso,318469.0,Bueno,5.0,36.0,163.0,194.0,Valparaíso
428,,Soto,78.0,Araucanía,723229.0,Bueno,3.0,42.0,60.0,265.0,
429,Martina,Sepúlveda,36.0,Metropolitana,801605.0,Regular,,32.0,122.0,,
430,,Díaz,,Araucanía,791716.0,Malo,12.0,19.0,,248.0,Temuco
431,,Martínez,45.0,Valparaíso,977674.0,Bueno,48.0,17.0,111.0,262.0,Viña del Mar
432,Emilia,Silva,,Araucanía,786666.0,Bueno,,7.0,138.0,182.0,Villarrica
433,Agustín,,33.0,O'Higgins,769933.0,Bueno,46.0,22.0,156.0,287.0,San Fernando
434,Sofía,,29.0,Valparaíso,857485.0,Bueno,1.0,45.0,128.0,,Quilpué
435,Agustín,Muñoz,42.0,O'Higgins,185.0,Bueno,80.0,38.0,192.0,163.0,Pichilemu
436,Mateo,Muñoz,69.0,O'Higgins,362431.0,Malo,9.0,1.0,71.0,24.0,Pichilemu
437,Sofía,Soto,70.0,O'Higgins,737603.0,Bueno,50.0,9.0,84.0,214.0,Pichilemu
438,Emilia,Pérez,40.0,Maule,599719.0,Bueno,81.0,33.0,,208.0,Talca
439,Agustín,Muñoz,33.0,Biobío,177572.0,,57.0,10.0,,99.0,Concepción
440,Valentina,González,74.0,Maule,303733.0,Malo,19.0,20.0,100.0,104.0,Curicó
441,Emilia,Pérez,56.0,Valparaíso,,,12.0,46.0,,210.0,Valparaíso
442,Agustín,Pérez,70.0,Biobío,567828.0,Bueno,98.0,46.0,43.0,218.0,Talcahuano
443,Emilia,Muñoz,59.0,Metropolitana,831598.0,Regular,24.0,13.0,,183.0,Santiago
444,Emilia,Pérez,75.0,Valparaíso,932491.0,Bueno,1.0,29.0,182.0,69.0,Viña del Mar
445,Martina,Contreras,56.0,Biobío,750092.0,Bueno,37.0,35.0,,249.0,Concepción
446,Valentina,Muñoz,31.0,Araucanía,842950.0,Bueno,73.0,10.0,,288.0,Temuco
447,Sofía,Martínez,22.0,Biobío,470095.0,Malo,41.0,4.0,45.0,,Talcahuano
448,Emilia,Soto,52.0,O'Higgins,,,15.0,16.0,188.0,,Pichilemu
449,Martina,Contreras,35.0,,392708.0,Bueno,19.0,47.0,85.0,88.0,Puente Alto
450,Martina,Contreras,26.0,Maule,616038.0,Bueno,,42.0,17.0,54.0,Talca
451,Mateo,Soto,75.0,,124236.0,Bueno,93.0,5.0,134.0,126.0,San Fernando
452,Isidora,Sepúlveda,34.0,O'Higgins,579494.0,,26.0,43.0,184.0,,Rancagua
453,Valentina,Contreras,24.0,Araucanía,665132.0,Regular,92.0,33.0,32.0,258.0,
454,Emilia,Díaz,63.0,Maule,438908.0,Bueno,12.0,24.0,111.0,180.0,Curicó
455,Sebastián,Contreras,30.0,,953167.0,Regular,9.0,26.0,,13.0,Maipú
456,Isidora,Contreras,57.0,Araucanía,608213.0,Bueno,17.0,36.0,24.0,105.0,Temuco
457,Agustín,Contreras,59.0,,,Regular,39.0,25.0,75.0,9.0,Maipú
458,Isidora,Pérez,26.0,Metropolitana,479216.0,Malo,53.0,26.0,128.0,22.0,Puente Alto
459,,Silva,67.0,Valparaíso,675404.0,Bueno,22.0,16.0,185.0,199.0,Viña del Mar
460,Valentina,Díaz,44.0,Araucanía,323629.0,Bueno,,37.0,55.0,59.0,Temuco
461,Sofía,Díaz,,Valparaíso,79641.0,Bueno,73.0,16.0,9.0,163.0,Viña del Mar
462,Mateo,Contreras,22.0,Metropolitana,583435.0,,29.0,43.0,137.0,,
463,Emilia,Sepúlveda,46.0,Valparaíso,947870.0,Bueno,54.0,38.0,82.0,,Viña del Mar
464,Martina,Silva,54.0,O'Higgins,485071.0,Regular,76.0,24.0,182.0,273.0,Rancagua
465,Valentina,Sepúlveda,55.0,Maule,906109.0,Bueno,10.0,28.0,,108.0,Linares
466,Sebastián,Díaz,,Biobío,,Bueno,51.0,,14.0,276.0,Chillán
467,Valentina,Soto,82.0,Valparaíso,147412.0,Bueno,,24.0,137.0,126.0,Viña del Mar
468,Valentina,Silva,34.0,Maule,708169.0,Malo,35.0,38.0,188.0,280.0,Curicó
469,Isidora,Rojas,62.0,Metropolitana,,,53.0,9.0,111.0,164.0,Puente Alto
470,Valentina,Silva,21.0,Valparaíso,250246.0,Bueno,93.0,14.0,94.0,155.0,Valparaíso
471,Agustín,Soto,53.0,Valparaíso,686938.0,,74.0,6.0,,117.0,Viña del Mar
472,Sofía,Silva,48.0,Maule,742660.0,Regular,39.0,19.0,,257.0,Linares
473,Agustín,Soto,36.0,Metropolitana,179896.0,Regular,14.0,46.0,167.0,189.0,Santiago
474,Emilia,Muñoz,78.0,Maule,914444.0,Bueno,27.0,2.0,65.0,14.0,Talca
475,Sofía,Silva,71.0,Araucanía,751147.0,Bueno,55.0,,,246.0,Villarrica
476,Emilia,Díaz,56.0,Metropolitana,,,16.0,42.0,81.0,129.0,Maipú
477,Benjamín,Silva,36.0,Metropolitana,317073.0,Regular,35.0,26.0,157.0,212.0,Puente Alto
478,Martín,González,56.0,Maule,939335.0,Bueno,65.0,35.0,92.0,131.0,Curicó
479,Benjamín,Soto,,Maule,368517.0,Bueno,93.0,45.0,69.0,184.0,
480,Sofía,Pérez,62.0,Biobío,53969.0,Regular,22.0,31.0,54.0,283.0,Talcahuano
481,Valentina,Martínez,30.0,Maule,,Bueno,25.0,45.0,97.0,161.0,Talca
482,Benjamín,Soto,75.0,Araucanía,703508.0,Bueno,68.0,12.0,117.0,22.0,Villarrica
483,Agustín,Sepúlveda,37.0,Araucanía,597910.0,,12.0,0.0,,,Temuco
484,Isidora,Contreras,78.0,Maule,489893.0,Bueno,16.0,8.0,101.0,103.0,Linares
485,Martina,Martínez,56.0,Biobío,32165.0,Bueno,17.0,46.0,17.0,203.0,Talcahuano
486,Agustín,Díaz,18.0,Biobío,624597.0,Regular,65.0,24.0,69.0,46.0,Talcahuano
487,Agustín,Muñoz,,Araucanía,416834.0,Regular,46.0,23.0,99.0,169.0,
488,Emilia,Muñoz,79.0,,560209.0,Bueno,12.0,42.0,91.0,104.0,Puente Alto
489,Agustín,Martínez,80.0,Valparaíso,,Bueno,27.0,40.0,,95.0,Viña del Mar
490,Sebastián,,42.0,O'Higgins,966056.0,Bueno,46.0,22.0,61.0,101.0,Pichilemu
491,Mateo,Silva,,Valparaíso,604108.0,Malo,30.0,37.0,,,Quilpué
492,Valentina,,50.0,O'Higgins,749236.0,Bueno,41.0,25.0,94.0,223.0,Rancagua
493,Isidora,Muñoz,,Biobío,936346.0,Malo,91.0,16.0,152.0,95.0,Talcahuano
494,Benjamín,Silva,23.0,O'Higgins,591599.0,Regular,96.0,21.0,8.0,55.0,
495,Isidora,Rojas,75.0,Metropolitana,12062.0,Bueno,99.0,34.0,107.0,52.0,Puente Alto
496,Sebastián,Pérez,61.0,Araucanía,34291.0,Bueno,2.0,,147.0,138.0,Villarrica
497,Valentina,Martínez,62.0,Biobío,702338.0,Bueno,71.0,8.0,66.0,185.0,
498,Sofía,,49.0,Biobío,279085.0,Bueno,93.0,12.0,72.0,109.0,Concepción
499,,Muñoz,62.0,Valparaíso,579379.0,Bueno,,44.0,108.0,14.0,Quilpué
500,Emilia,,78.0,,202277.0,Bueno,2.0,30.0,,137.0,Valparaíso
501,Mateo,Martínez,64.0,Maule,270248.0,Bueno,80.0,,11.0,197.0,Talca
502,Martín,Díaz,38.0,Araucanía,504641.0,Bueno,45.0,30.0,100.0,172.0,Temuco
503,Emilia,,53.0,Metropolitana,975569.0,Bueno,85.0,42.0,74.0,93.0,Santiago
504,Emilia,Sepúlveda,36.0,Araucanía,616270.0,Bueno,71.0,20.0,140.0,151.0,Pucón
505,Emilia,,37.0,Maule,936148.0,Bueno,44.0,9.0,11.0,38.0,Curicó
506,Martín,Rojas,74.0,O'Higgins,959379.0,Regular,29.0,12.0,70.0,116.0,
507,Sebastián,González,35.0,Araucanía,208109.0,Regular,0.0,37.0,0.0,55.0,
508,Sebastián,González,64.0,Valparaíso,311193.0,Bueno,54.0,11.0,102.0,249.0,Valparaíso
509,,Díaz,66.0,Araucanía,769992.0,Bueno,39.0,15.0,16.0,,Villarrica
510,Martín,González,,Metropolitana,866764.0,Bueno,,45.0,167.0,143.0,Puente Alto
511,Sebastián,Martínez,32.0,O'Higgins,519226.0,Bueno,46.0,30.0,172.0,72.0,Rancagua
512,Emilia,Silva,48.0,O'Higgins,993226.0,Bueno,47.0,5.0,150.0,213.0,Pichilemu
513,Isidora,Sepúlveda,18.0,O'Higgins,11572.0,Malo,,39.0,17.0,200.0,San Fernando
514,Emilia,Silva,71.0,Biobío,299592.0,Bueno,65.0,11.0,53.0,58.0,
515,Benjamín,Silva,,Metropolitana,623161.0,Bueno,16.0,23.0,1.0,30.0,Maipú
516,,Silva,33.0,,469289.0,Regular,22.0,0.0,149.0,36.0,Maipú
517,Emilia,,74.0,Valparaíso,116602.0,Bueno,45.0,47.0,,143.0,Viña del Mar
518,Isidora,Silva,29.0,Metropolitana,367787.0,Bueno,26.0,41.0,111.0,292.0,Maipú
519,Valentina,Rojas,33.0,Maule,25447.0,Regular,79.0,49.0,179.0,253.0,Curicó
520,Agustín,Silva,41.0,Maule,642746.0,,48.0,31.0,10.0,141.0,Curicó
521,Isidora,Silva,,Maule,892742.0,Bueno,53.0,38.0,109.0,201.0,Linares
522,Sofía,Silva,25.0,Araucanía,884874.0,Regular,56.0,5.0,154.0,130.0,Pucón
523,Emilia,Contreras,53.0,,699544.0,Regular,72.0,17.0,167.0,295.0,Pucón
524,Emilia,Silva,25.0,Araucanía,465770.0,Malo,70.0,17.0,16.0,115.0,Temuco
525,Benjamín,,75.0,Araucanía,512031.0,Regular,,5.0,75.0,291.0,Pucón
526,Martina,Martínez,77.0,Metropolitana,136918.0,Bueno,8.0,16.0,12.0,240.0,Maipú
527,,Contreras,67.0,O'Higgins,341017.0,Regular,75.0,32.0,121.0,119.0,Pichilemu
528,Martina,Martínez,45.0,Araucanía,187728.0,Malo,79.0,9.0,65.0,252.0,Villarrica
529,Martina,Silva,58.0,Valparaíso,821200.0,Malo,64.0,14.0,186.0,182.0,Valparaíso
530,Emilia,Rojas,81.0,O'Higgins,914753.0,Regular,85.0,,59.0,203.0,
531,Valentina,Rojas,44.0,Valparaíso,536923.0,Bueno,30.0,,103.0,46.0,Valparaíso
532,,,80.0,Biobío,727764.0,Regular,7.0,39.0,31.0,242.0,Concepción
533,Benjamín,Rojas,34.0,O'Higgins,121464.0,Bueno,,,72.0,101.0,Rancagua
534,Sebastián,Silva,50.0,Maule,608534.0,Bueno,72.0,45.0,188.0,57.0,Linares
535,Emilia,Rojas,46.0,,702791.0,Bueno,77.0,39.0,161.0,245.0,Puente Alto
536,Valentina,Sepúlveda,30.0,Valparaíso,452768.0,Malo,61.0,20.0,25.0,254.0,Viña del Mar
537,Sebastián,Díaz,63.0,Araucanía,243273.0,Bueno,,12.0,151.0,258.0,Villarrica
538,,Rojas,52.0,Maule,877374.0,,,16.0,71.0,,Linares
539,,Muñoz,23.0,Biobío,742908.0,Bueno,1.0,24.0,58.0,246.0,Concepción
540,Valentina,Martínez,64.0,Valparaíso,,Bueno,5.0,33.0,174.0,,Viña del Mar
541,Sebastián,Rojas,,,818402.0,,9.0,43.0,76.0,179.0,
542,Mateo,Contreras,83.0,Biobío,990374.0,Bueno,24.0,3.0,188.0,132.0,Chillán
543,Emilia,Silva,27.0,,192172.0,Regular,44.0,,9.0,124.0,Curicó
544,Martín,Díaz,73.0,Araucanía,86747.0,Bueno,54.0,29.0,69.0,192.0,Villarrica
545,Isidora,,47.0,Araucanía,337002.0,Bueno,51.0,32.0,147.0,223.0,
546,Sebastián,Silva,,O'Higgins,129004.0,Bueno,72.0,18.0,27.0,200.0,Pichilemu
547,Benjamín,Rojas,50.0,Maule,523130.0,Bueno,12.0,15.0,15.0,109.0,Linares
548,Sofía,,82.0,Valparaíso,633028.0,Bueno,60.0,23.0,106.0,276.0,Valparaíso
549,Isidora,González,35.0,,,Bueno,47.0,17.0,125.0,71.0,Pucón
550,Sofía,Silva,66.0,Araucanía,259240.0,Bueno,67.0,31.0,4.0,,Pucón
551,Martina,Martínez,28.0,O'Higgins,908824.0,Bueno,97.0,7.0,101.0,21.0,San Fernando
552,Isidora,González,43.0,Valparaíso,21172.0,Bueno,37.0,11.0,138.0,12.0,Viña del Mar
553,Sebastián,Silva,80.0,Maule,348013.0,Malo,24.0,3.0,123.0,285.0,Linares
554,,Díaz,76.0,Maule,718992.0,Regular,85.0,12.0,23.0,81.0,Talca
555,Emilia,Díaz,44.0,,766928.0,Bueno,29.0,35.0,173.0,187.0,Talcahuano
556,Isidora,Silva,66.0,Araucanía,416118.0,Bueno,86.0,2.0,18.0,219.0,Pucón
557,Mateo,,50.0,O'Higgins,16909.0,Bueno,5.0,29.0,83.0,278.0,Pichilemu
558,Martín,Díaz,18.0,,,Bueno,6.0,20.0,49.0,194.0,Pichilemu
559,Valentina,Díaz,38.0,Maule,63094.0,Bueno,62.0,39.0,124.0,,Linares
560,Martina,Pérez,,O'Higgins,107855.0,Bueno,28.0,,72.0,102.0,Pichilemu
561,Martina,Contreras,,Valparaíso,650250.0,,39.0,47.0,103.0,11.0,Valparaíso
562,Martina,,,Valparaíso,312488.0,Malo,1.0,21.0,145.0,70.0,Valparaíso
563,Emilia,Díaz,20.0,Valparaíso,348030.0,Malo,52.0,47.0,,,Viña del Mar
564,Benjamín,Silva,70.0,Araucanía,486807.0,,,5.0,138.0,82.0,Temuco
565,Valentina,,40.0,Metropolitana,978578.0,Bueno,85.0,4.0,172.0,267.0,Puente Alto
